feature,domain,std,abs_max
TF:WPT_adaa_var,tf,0.003292133,0.045487348
TF:WPT_adaa_skew,tf,6.6310916,19.854996
TF:WPT_adaa_kurt,tf,49.549442,429.4607
TF:WPT_adaa_min,tf,0.37828532,3.3612573
TF:WPT_adaa_max,tf,0.3845056,3.3071513
TF:WPT_adaa_range,tf,0.5100519,3.6425095
TF:WPT_adaa_median,tf,0.00072654936,0.003954901
TF:WPT_adaa_iqr,tf,0.014221646,0.06098097
TF:WPT_adaa_mad,tf,0.0071241674,0.030647105
TF:WPT_adaa_energy,tf,1.7149135,23.713518
TF:WPT_adaa_log_energy,tf,0.67181927,3.6448581
TF:WPT_adaa_rms,tf,0.027249366,0.21396026
TF:WPT_adaa_entropy,tf,1.6529093,8.176488
TF:WPT_adaa_zcr,tf,0.01554205,0.83558995
TF:WPT_adaa_p2p,tf,0.5100519,3.6425095
TF:WPT_adaa_tk_mean,tf,0.002064217,0.028416574
TF:WPT_adaa_tk_std,tf,0.051890124,0.7430364
TF:WPT_adaa_tk_max,tf,0.808907,11.534473
TF:WPT_adaa_rel_energy,tf,0.00019017882,0.0023958075
TF:WPT_adaa_abs_mean,tf,0.009611039,0.044914484
TF:WPT_adad_mean,tf,0.0079446435,0.044702254
TF:WPT_adad_std,tf,0.053193506,0.2505336
TF:WPT_adad_var,tf,0.011554317,0.062767096
TF:WPT_adad_skew,tf,0.42820808,13.47959
TF:WPT_adad_kurt,tf,4.733649,231.04556
TF:WPT_adad_min,tf,0.22062661,3.0165858
TF:WPT_adad_max,tf,0.22518654,2.3483372
TF:WPT_adad_range,tf,0.3939919,4.5427017
TF:WPT_adad_median,tf,0.00892135,0.05197225
TF:WPT_adad_iqr,tf,0.07273371,0.29039857
TF:WPT_adad_mad,tf,0.036410037,0.14587773
TF:WPT_adad_energy,tf,6.0052547,32.51408
TF:WPT_adad_log_energy,tf,0.57774985,2.127346
TF:WPT_adad_rms,tf,0.05328327,0.2505364
TF:WPT_adad_entropy,tf,0.3097683,8.195314
TF:WPT_adad_zcr,tf,0.019468615,0.4564797
TF:WPT_adad_p2p,tf,0.3939919,4.5427017
TF:WPT_adad_tk_mean,tf,0.011936556,0.071930125
TF:WPT_adad_tk_std,tf,0.021407112,0.44322976
TF:WPT_adad_tk_max,tf,0.3566969,8.365542
TF:WPT_adad_rel_energy,tf,0.00070935185,0.003915531
TF:WPT_adad_abs_mean,tf,0.042664614,0.16449057
TF:WPT_adda_mean,tf,0.010362652,0.05820903
TF:WPT_adda_std,tf,0.13133132,0.57684845
TF:WPT_adda_var,tf,0.06907408,0.33275416
TF:WPT_adda_skew,tf,0.45362118,13.696367
TF:WPT_adda_kurt,tf,7.643587,275.6033
TF:WPT_adda_min,tf,0.8487474,7.6384196
TF:WPT_adda_max,tf,0.8444097,6.9204583
TF:WPT_adda_range,tf,1.6356465,14.558878
TF:WPT_adda_median,tf,0.014016425,0.08651943
TF:WPT_adda_iqr,tf,0.17247808,0.69697106
TF:WPT_adda_mad,tf,0.0863467,0.3539871
TF:WPT_adda_energy,tf,35.81492,172.41817
TF:WPT_adda_log_energy,tf,0.6006937,2.236583
TF:WPT_adda_rms,tf,0.1313957,0.5769347
TF:WPT_adda_entropy,tf,0.43045706,8.187002
TF:WPT_adda_zcr,tf,0.022209175,0.75628626
TF:WPT_adda_p2p,tf,1.6356465,14.558878
TF:WPT_adda_tk_mean,tf,0.066005886,0.30635926
TF:WPT_adda_tk_std,tf,0.214693,3.367197
TF:WPT_adda_tk_max,tf,3.6219954,59.26834
TF:WPT_adda_rel_energy,tf,0.004215337,0.019666128
TF:WPT_adda_abs_mean,tf,0.10238166,0.39502582
TF:WPT_addd_mean,tf,0.007948551,0.043715183
TF:WPT_addd_std,tf,0.12488409,0.56171036
TF:WPT_addd_var,tf,0.06318587,0.31551853
TF:WPT_addd_skew,tf,0.2839163,14.890203
TF:WPT_addd_kurt,tf,4.682083,293.5223
TF:WPT_addd_min,tf,0.4132948,4.944259
TF:WPT_addd_max,tf,0.41522068,5.9786572
TF:WPT_addd_range,tf,0.81020683,10.871286
TF:WPT_addd_median,tf,0.012940563,0.06956524
TF:WPT_addd_iqr,tf,0.17170861,0.6947831
TF:WPT_addd_mad,tf,0.08596273,0.34950432
TF:WPT_addd_energy,tf,32.750225,163.90825
TF:WPT_addd_log_energy,tf,0.5865126,2.2146008
TF:WPT_addd_rms,tf,0.124922134,0.56251687
TF:WPT_addd_entropy,tf,0.2899269,8.201215
TF:WPT_addd_zcr,tf,0.02173692,0.69632494
TF:WPT_addd_p2p,tf,0.81020683,10.871286
TF:WPT_addd_tk_mean,tf,0.06329291,0.2962556
TF:WPT_addd_tk_std,tf,0.1024068,2.5503013
TF:WPT_addd_tk_max,tf,0.8460753,39.70221
TF:WPT_addd_rel_energy,tf,0.0038765783,0.019933611
TF:WPT_addd_abs_mean,tf,0.10043253,0.39063272
TF:WPT_daaa_mean,tf,0.00012227782,0.00059533474
TF:WPT_daaa_std,tf,0.0016005771,0.012482065
TF:WPT_daaa_var,tf,1.14384e-05,0.00015580196
TF:WPT_daaa_skew,tf,7.836006,22.313908
TF:WPT_daaa_kurt,tf,108.725174,501.73956
TF:WPT_daaa_min,tf,0.030411007,0.26211324
TF:WPT_daaa_max,tf,0.030842146,0.27950615
TF:WPT_daaa_range,tf,0.038310796,0.29474378
TF:WPT_daaa_median,tf,6.435682e-05,0.00040670452
TF:WPT_daaa_iqr,tf,0.0012721166,0.0053477427
TF:WPT_daaa_mad,tf,0.00063738547,0.0026390306
TF:WPT_daaa_energy,tf,0.0059343115,0.08086486
TF:WPT_daaa_log_energy,tf,0.63112736,5.6803155
TF:WPT_daaa_rms,tf,0.0016018443,0.01249439
TF:WPT_daaa_entropy,tf,1.82927,8.202291
TF:WPT_daaa_zcr,tf,0.015504338,0.8471954
TF:WPT_daaa_p2p,tf,0.038310796,0.29474378
TF:WPT_daaa_tk_mean,tf,2.63288e-06,1.6989055e-05
TF:WPT_daaa_tk_std,tf,1.4304292e-05,0.00020854553
TF:WPT_daaa_tk_max,tf,0.00026327546,0.003674076
TF:WPT_daaa_rel_energy,tf,6.959299e-07,9.345954e-06
TF:WPT_daaa_abs_mean,tf,0.0007852595,0.0031701727
TF:WPT_daad_mean,tf,0.0006240561,0.003191963
TF:WPT_daad_std,tf,0.0043610195,0.02152777
TF:WPT_daad_var,tf,7.762942e-05,0.00046344494
TF:WPT_daad_skew,tf,0.666077,15.467092
TF:WPT_daad_kurt,tf,6.9241877,300.55847
TF:WPT_daad_min,tf,0.024401104,0.2668196
TF:WPT_daad_max,tf,0.02467924,0.2776338
TF:WPT_daad_range,tf,0.03949271,0.39728415
TF:WPT_daad_median,tf,0.0007068757,0.004198621
TF:WPT_daad_iqr,tf,0.0059088184,0.023872374
TF:WPT_daad_mad,tf,0.0029581746,0.011961613
TF:WPT_daad_energy,tf,0.04033683,0.24106698
TF:WPT_daad_log_energy,tf,0.5787841,4.377463
TF:WPT_daad_rms,tf,0.004367772,0.021572674
TF:WPT_daad_entropy,tf,0.35957897,8.163707
TF:WPT_daad_zcr,tf,0.019758934,0.48742747
TF:WPT_daad_p2p,tf,0.03949271,0.39728415
TF:WPT_daad_tk_mean,tf,8.2228435e-05,0.000429864
TF:WPT_daad_tk_std,tf,0.00019053681,0.0035261165
TF:WPT_daad_tk_max,tf,0.0039882115,0.07220625
TF:WPT_daad_rel_energy,tf,4.752237e-06,2.8156865e-05
TF:WPT_daad_abs_mean,tf,0.0034712977,0.013263039
TF:WPT_dada_mean,tf,0.0009891739,0.0057962104
TF:WPT_dada_std,tf,0.012412693,0.047729947
TF:WPT_dada_var,tf,0.0006170886,0.0022781477
TF:WPT_dada_skew,tf,0.23919821,11.520668
TF:WPT_dada_kurt,tf,4.0244823,203.37462
TF:WPT_dada_min,tf,0.039356496,0.5327416
TF:WPT_dada_max,tf,0.0394232,0.5957679
TF:WPT_dada_range,tf,0.076782584,0.7728785
TF:WPT_dada_median,tf,0.0014177556,0.008564925
TF:WPT_dada_iqr,tf,0.017027482,0.069951
TF:WPT_dada_mad,tf,0.008523698,0.035244662
TF:WPT_dada_energy,tf,0.31996474,1.180604
TF:WPT_dada_log_energy,tf,0.6007824,3.4462929
TF:WPT_dada_rms,tf,0.012418882,0.04774053
TF:WPT_dada_entropy,tf,0.2674942,8.201953
TF:WPT_dada_zcr,tf,0.022285968,0.7234042
TF:WPT_dada_p2p,tf,0.076782584,0.7728785
TF:WPT_dada_tk_mean,tf,0.00061253324,0.0023993778
TF:WPT_dada_tk_std,tf,0.001023315,0.01608791
TF:WPT_dada_tk_max,tf,0.0074323956,0.35577893
TF:WPT_dada_rel_energy,tf,3.788894e-05,0.00014125454
TF:WPT_dada_abs_mean,tf,0.009977634,0.03840923
TF:WPT_dadd_mean,tf,0.0006202616,0.0034585681
TF:WPT_dadd_std,tf,0.011057338,0.04535059
TF:WPT_dadd_var,tf,0.0004953035,0.002056676
TF:WPT_dadd_skew,tf,0.2558557,10.815759
TF:WPT_dadd_kurt,tf,4.439196,207.65024
TF:WPT_dadd_min,tf,0.03576992,0.50420964
TF:WPT_dadd_max,tf,0.03586295,0.54058117
TF:WPT_dadd_range,tf,0.0694977,1.0166088
TF:WPT_dadd_median,tf,0.0010857309,0.0069895717
TF:WPT_dadd_iqr,tf,0.015191318,0.061108623
TF:WPT_dadd_mad,tf,0.007605708,0.03026876
TF:WPT_dadd_energy,tf,0.25668767,1.0684148
TF:WPT_dadd_log_energy,tf,0.5876468,3.5626757
TF:WPT_dadd_rms,tf,0.011059922,0.045415603
TF:WPT_dadd_entropy,tf,0.2864425,8.189116
TF:WPT_dadd_zcr,tf,0.021459786,0.71953577
TF:WPT_dadd_p2p,tf,0.0694977,1.0166088
TF:WPT_dadd_tk_mean,tf,0.00048092174,0.0019980313
TF:WPT_dadd_tk_std,tf,0.00077108684,0.01552226
TF:WPT_dadd_tk_max,tf,0.00651968,0.28143358
TF:WPT_dadd_rel_energy,tf,3.0386307e-05,0.0001299303
TF:WPT_dadd_abs_mean,tf,0.008889203,0.03416312
TF:WPT_ddaa_mean,tf,0.0003439101,0.0016957183
TF:WPT_ddaa_std,tf,0.0029377576,0.02216885
TF:WPT_ddaa_var,tf,3.4403212e-05,0.00049145793
TF:WPT_ddaa_skew,tf,9.782006,19.36505
TF:WPT_ddaa_kurt,tf,54.312042,414.07944
TF:WPT_ddaa_min,tf,0.040304817,0.3534351
TF:WPT_ddaa_max,tf,0.04085541,0.33768594
TF:WPT_ddaa_range,tf,0.05605273,0.41820478
TF:WPT_ddaa_median,tf,2.8077973e-05,0.00017111759
TF:WPT_ddaa_iqr,tf,0.0005306789,0.0023174982
TF:WPT_ddaa_mad,tf,0.00026584967,0.0011354643
TF:WPT_ddaa_energy,tf,0.017923158,0.25606468
TF:WPT_ddaa_log_energy,tf,0.8392372,6.349596
TF:WPT_ddaa_rms,tf,0.0029465193,0.02223361
TF:WPT_ddaa_entropy,tf,1.7226025,8.136816
TF:WPT_ddaa_zcr,tf,0.016354023,0.8471954
TF:WPT_ddaa_p2p,tf,0.05605273,0.41820478
TF:WPT_ddaa_tk_mean,tf,2.3750988e-05,0.00034009112
TF:WPT_ddaa_tk_std,tf,0.00056374434,0.008094688
TF:WPT_ddaa_tk_max,tf,0.009161651,0.13155703
TF:WPT_ddaa_rel_energy,tf,1.9899273e-06,2.6003598e-05
TF:WPT_ddaa_abs_mean,tf,0.0004875424,0.0028366854
TF:WPT_ddad_mean,tf,0.00010551161,0.00057160744
TF:WPT_ddad_std,tf,0.001144187,0.006681985
TF:WPT_ddad_var,tf,5.399504e-06,4.464893e-05
TF:WPT_ddad_skew,tf,1.9098243,16.249142
TF:WPT_ddad_kurt,tf,26.658762,350.98575
TF:WPT_ddad_min,tf,0.012727359,0.11580465
TF:WPT_ddad_max,tf,0.012524411,0.11933514
TF:WPT_ddad_range,tf,0.021537816,0.16640486
TF:WPT_ddad_median,tf,0.00013310321,0.0007860269
TF:WPT_ddad_iqr,tf,0.0013877699,0.005617074
TF:WPT_ddad_mad,tf,0.00069472665,0.0028743418
TF:WPT_ddad_energy,tf,0.00280021,0.023128152
TF:WPT_ddad_log_energy,tf,0.59693635,5.6526494
TF:WPT_ddad_rms,tf,0.0011448911,0.0066819866
TF:WPT_ddad_entropy,tf,0.8272655,8.169606
TF:WPT_ddad_zcr,tf,0.020179272,0.58800775
TF:WPT_ddad_p2p,tf,0.021537816,0.16640486
TF:WPT_ddad_tk_mean,tf,5.8293153e-06,4.2894604e-05
TF:WPT_ddad_tk_std,tf,3.8378552e-05,0.00057272025
TF:WPT_ddad_tk_max,tf,0.0008344521,0.0122124385
TF:WPT_ddad_rel_energy,tf,3.2292158e-07,2.53712e-06
TF:WPT_ddad_abs_mean,tf,0.0008310054,0.0032493575
TF:WPT_ddda_mean,tf,0.0010122142,0.005522135
TF:WPT_ddda_std,tf,0.009160975,0.049758878
TF:WPT_ddda_var,tf,0.00033825389,0.0024759457
TF:WPT_ddda_skew,tf,0.430964,10.798519
TF:WPT_ddda_kurt,tf,16.032482,247.81361
TF:WPT_ddda_min,tf,0.08514004,0.7626819
TF:WPT_ddda_max,tf,0.08496268,0.69079894
TF:WPT_ddda_range,tf,0.16886353,1.4352242
TF:WPT_ddda_median,tf,0.0012121067,0.0066739963
TF:WPT_ddda_iqr,tf,0.011520149,0.04696022
TF:WPT_ddda_mad,tf,0.00576798,0.023650745
TF:WPT_ddda_energy,tf,0.17552584,1.2832986
TF:WPT_ddda_log_energy,tf,0.6085138,3.8633053
TF:WPT_ddda_rms,tf,0.009169454,0.049773593
TF:WPT_ddda_entropy,tf,0.67499363,8.180874
TF:WPT_ddda_zcr,tf,0.02197677,0.6054159
TF:WPT_ddda_p2p,tf,0.16886353,1.4352242
TF:WPT_ddda_tk_mean,tf,0.00036347812,0.002856655
TF:WPT_ddda_tk_std,tf,0.002146371,0.037293665
TF:WPT_ddda_tk_max,tf,0.038904056,0.6578394
TF:WPT_ddda_rel_energy,tf,2.0691801e-05,0.00014831721
TF:WPT_ddda_abs_mean,tf,0.0068784617,0.026837602
TF:WPT_dddd_mean,tf,0.00013367664,0.0008245234
TF:WPT_dddd_std,tf,0.004009297,0.017920697
TF:WPT_dddd_var,tf,6.465724e-05,0.00032115137
TF:WPT_dddd_skew,tf,0.361274,13.403629
TF:WPT_dddd_kurt,tf,6.506068,247.40977
TF:WPT_dddd_min,tf,0.024290334,0.20891467
TF:WPT_dddd_max,tf,0.024314316,0.21373631
TF:WPT_dddd_range,tf,0.046286017,0.40147007
TF:WPT_dddd_median,tf,0.00030722882,0.0017428236
TF:WPT_dddd_iqr,tf,0.005346774,0.022242488
TF:WPT_dddd_mad,tf,0.002677295,0.011189683
TF:WPT_dddd_energy,tf,0.033498142,0.16640365
TF:WPT_dddd_log_energy,tf,0.59492874,4.481879
TF:WPT_dddd_rms,tf,0.0040096426,0.017923241
TF:WPT_dddd_entropy,tf,0.38436162,8.18599
TF:WPT_dddd_zcr,tf,0.018650334,0.8027079
TF:WPT_dddd_p2p,tf,0.046286017,0.40147007
TF:WPT_dddd_tk_mean,tf,4.871512e-05,0.00019826033
TF:WPT_dddd_tk_std,tf,0.00013633899,0.0015725238
TF:WPT_dddd_tk_max,tf,0.0028577873,0.035629135
TF:WPT_dddd_rel_energy,tf,3.9501083e-06,2.0236404e-05
TF:WPT_dddd_abs_mean,tf,0.0031541688,0.012440795
TF:WPT_band_entropy,tf,0.63120216,2.0102565
TF:WPT_band_centroid,tf,0.44664422,1.7299451
TF:WPT_band_spread,tf,0.3978396,1.5594593
TF:WPT_band_flatness,tf,0.0026905304,0.012460746
TF:WPT_low_high_ratio,tf,204500.72,9.616798e+06
TF:glcm_0_contrast_d1_a0,tf,0.18139552,2.399222
TF:glcm_1_energy_d1_a0,tf,0.02946082,0.5615973
TF:glcm_2_homogeneity_d1_a0,tf,0.017237555,0.79323155
TF:glcm_3_correlation_d1_a0,tf,0.001298043,0.99271387
TF:glcm_4_entropy_d1_a0,tf,0.25149888,5.519351
TF:glcm_5_contrast_d1_a1,tf,0.2047806,2.6881511
TF:glcm_6_energy_d1_a1,tf,0.029617954,0.56007826
TF:glcm_7_homogeneity_d1_a1,tf,0.017896399,0.77338016
TF:glcm_8_correlation_d1_a1,tf,0.0011310361,0.9911511
TF:glcm_9_entropy_d1_a1,tf,0.25520834,5.6134434
TF:glcm_10_contrast_d1_a2,tf,0.17453246,2.191214
TF:glcm_11_energy_d1_a2,tf,0.029691014,0.5617456
TF:glcm_12_homogeneity_d1_a2,tf,0.017805588,0.8102232
TF:glcm_13_correlation_d1_a2,tf,0.0013197602,0.99394137
TF:glcm_14_entropy_d1_a2,tf,0.25566912,5.522299
TF:glcm_15_contrast_d1_a3,tf,0.20515044,2.655013
TF:glcm_16_energy_d1_a3,tf,0.029616557,0.560147
TF:glcm_17_homogeneity_d1_a3,tf,0.017938815,0.7746133
TF:glcm_18_correlation_d1_a3,tf,0.001127185,0.9911775
TF:glcm_19_entropy_d1_a3,tf,0.25538585,5.6138134
TF:glcm_20_contrast_d2_a0,tf,0.25667545,4.7826285
TF:glcm_21_energy_d2_a0,tf,0.029398616,0.55815405
TF:glcm_22_homogeneity_d2_a0,tf,0.018750913,0.7612205
TF:glcm_23_correlation_d2_a0,tf,0.001294195,0.98993987
TF:glcm_24_entropy_d2_a0,tf,0.25425398,5.6661806
TF:glcm_25_contrast_d2_a1,tf,0.2047806,2.6881511
TF:glcm_26_energy_d2_a1,tf,0.029617954,0.56007826
TF:glcm_27_homogeneity_d2_a1,tf,0.017896399,0.77338016
TF:glcm_28_correlation_d2_a1,tf,0.0011310361,0.9911511
TF:glcm_29_entropy_d2_a1,tf,0.25520834,5.6134434
TF:glcm_30_contrast_d2_a2,tf,0.22953805,3.1320477
TF:glcm_31_energy_d2_a2,tf,0.029846821,0.55893147
TF:glcm_32_homogeneity_d2_a2,tf,0.019695818,0.77030545
TF:glcm_33_correlation_d2_a2,tf,0.0017271503,0.9911254
TF:glcm_34_entropy_d2_a2,tf,0.2620541,5.688416
TF:glcm_35_contrast_d2_a3,tf,0.20515044,2.655013
TF:glcm_36_energy_d2_a3,tf,0.029616557,0.560147
TF:glcm_37_homogeneity_d2_a3,tf,0.017938815,0.7746133
TF:glcm_38_correlation_d2_a3,tf,0.001127185,0.9911775
TF:glcm_39_entropy_d2_a3,tf,0.25538585,5.6138134
TF:glcm_40_contrast_d3_a0,tf,0.27484694,6.23353
TF:glcm_41_energy_d3_a0,tf,0.029335719,0.55803585
TF:glcm_42_homogeneity_d3_a0,tf,0.01847308,0.7645739
TF:glcm_43_correlation_d3_a0,tf,0.0015987713,0.9898813
TF:glcm_44_entropy_d3_a0,tf,0.25198787,5.674067
TF:glcm_45_contrast_d3_a1,tf,0.21859317,4.969691
TF:glcm_46_energy_d3_a1,tf,0.029639363,0.55834484
TF:glcm_47_homogeneity_d3_a1,tf,0.0177581,0.75446814
TF:glcm_48_correlation_d3_a1,tf,0.0020296462,0.98940635
TF:glcm_49_entropy_d3_a1,tf,0.25369462,5.698017
TF:glcm_50_contrast_d3_a2,tf,0.21722886,3.3167677
TF:glcm_51_energy_d3_a2,tf,0.029959736,0.55882424
TF:glcm_52_homogeneity_d3_a2,tf,0.019474097,0.75780123
TF:glcm_53_correlation_d3_a2,tf,0.0020531598,0.99009436
TF:glcm_54_entropy_d3_a2,tf,0.26396278,5.7236643
TF:glcm_55_contrast_d3_a3,tf,0.21897823,4.949219
TF:glcm_56_energy_d3_a3,tf,0.029642558,0.55868363
TF:glcm_57_homogeneity_d3_a3,tf,0.017841103,0.7508941
TF:glcm_58_correlation_d3_a3,tf,0.0020103285,0.9894475
TF:glcm_59_entropy_d3_a3,tf,0.25407702,5.693725
TF:glcm_60_contrast_d4_a0,tf,0.28770918,7.187863
TF:glcm_61_energy_d4_a0,tf,0.029301306,0.5580779
TF:glcm_62_homogeneity_d4_a0,tf,0.018223772,0.76585263
TF:glcm_63_correlation_d4_a0,tf,0.0018104922,0.9899441
TF:glcm_64_entropy_d4_a0,tf,0.2505377,5.6705484
TF:glcm_65_contrast_d4_a1,tf,0.22807953,6.6248302
TF:glcm_66_energy_d4_a1,tf,0.029715575,0.5577821
TF:glcm_67_homogeneity_d4_a1,tf,0.0174245,0.74644375
TF:glcm_68_correlation_d4_a1,tf,0.0024985443,0.9888307
TF:glcm_69_entropy_d4_a1,tf,0.25463107,5.7272487
TF:glcm_70_contrast_d4_a2,tf,0.2156344,3.4980886
TF:glcm_71_energy_d4_a2,tf,0.03008135,0.55821997
TF:glcm_72_homogeneity_d4_a2,tf,0.019513652,0.7474352
TF:glcm_73_correlation_d4_a2,tf,0.0022110224,0.9889053
TF:glcm_74_entropy_d4_a2,tf,0.2662001,5.7529864
TF:glcm_75_contrast_d4_a3,tf,0.22759208,6.4731197
TF:glcm_76_energy_d4_a3,tf,0.02971895,0.5583838
TF:glcm_77_homogeneity_d4_a3,tf,0.017526962,0.74692047
TF:glcm_78_correlation_d4_a3,tf,0.0024538857,0.98888725
TF:glcm_79_entropy_d4_a3,tf,0.25510055,5.729254
TF:lbp_b0,tf,0.0053016166,0.08872871
TF:lbp_b1,tf,0.0012157179,0.019901767
TF:lbp_b2,tf,0.0030377656,0.046437457
TF:lbp_b3,tf,0.0022102774,0.05421956
TF:lbp_b4,tf,0.00020667048,0.001786056
TF:lbp_b5,tf,0.0001656314,0.001339542
TF:lbp_b6,tf,0.00082774874,0.00975952
TF:lbp_b7,tf,0.0014036937,0.033360973
TF:lbp_b8,tf,0.0024898478,0.043949734
TF:lbp_b9,tf,0.00061970216,0.008483766
TF:lbp_b10,tf,0.001074658,0.014607387
TF:lbp_b11,tf,0.0008872418,0.014479811
TF:lbp_b12,tf,0.0007860449,0.008611341
TF:lbp_b13,tf,0.0004254589,0.0048478665
TF:lbp_b14,tf,0.0015609561,0.026344325
TF:lbp_b15,tf,0.0019116404,0.05307138
TF:lbp_b16,tf,0.0011800592,0.024111755
TF:lbp_b17,tf,0.000524308,0.00586847
TF:lbp_b18,tf,0.0004885188,0.00586847
TF:lbp_b19,tf,0.00074252236,0.010269822
TF:lbp_b20,tf,0.00013079296,0.0009568157
TF:lbp_b21,tf,0.00014122222,0.0010206035
TF:lbp_b22,tf,0.00036593428,0.003572112
TF:lbp_b23,tf,0.00093281385,0.01256618
TF:lbp_b24,tf,0.0020468473,0.05256108
TF:lbp_b25,tf,0.00075375085,0.010269822
TF:lbp_b26,tf,0.0007459017,0.009887096
TF:lbp_b27,tf,0.0011235741,0.017796772
TF:lbp_b28,tf,0.0011091048,0.014160872
TF:lbp_b29,tf,0.0009169455,0.01116285
TF:lbp_b30,tf,0.0017676228,0.027301142
TF:lbp_b31,tf,0.023453273,0.6489762
TF:hog_b0,tf,0.0050782845,0.14783774
TF:hog_b1,tf,0.0036492455,0.102630876
TF:hog_b2,tf,0.002961573,0.07824534
TF:hog_b3,tf,0.0028192385,0.069264434
TF:hog_b4,tf,0.002863743,0.06580556
TF:hog_b5,tf,0.0030486798,0.07091531
TF:hog_b6,tf,0.0036420135,0.08184511
TF:hog_b7,tf,0.0051672063,0.10812774
TF:hog_b8,tf,0.0051258747,0.101873375
TF:hog_b9,tf,0.003653843,0.08057675
TF:hog_b10,tf,0.0031082334,0.07179494
TF:hog_b11,tf,0.0028989434,0.067458265
TF:hog_b12,tf,0.002820809,0.06549315
TF:hog_b13,tf,0.0029424955,0.07514489
TF:hog_b14,tf,0.0036384668,0.10519266
TF:hog_b15,tf,0.0052368767,0.16296396
TF:tf_area,tf,0.030514829,0.09402309
TF:tf_perimeter,tf,0.053220358,0.1474772
TF:tf_bbox_extent,tf,0.08428448,0.22957198
TF:tf_aspect_ratio,tf,6.902425,30.5
TF:tf_elongation,tf,6.9018235,30.5
TF:tf_ridge_density,tf,0.15599382,1.0
TF:tf_sparsity,tf,0.030515943,0.9994259
TF:tf_fill_ratio,tf,0.19523214,0.9945355
TF:tf_occupancy,tf,0.030514829,0.09402309
TF:tf_burstiness,tf,0.4930466,5.53321
TF:tf_freq_time_var_ratio,tf,4.933366,309.87793
TF:das_tonal_ratio,tf,2.7573793,14.671058
TF:das_transient_index,tf,1.135917,30.61641
TF:das_cyclostationary_index,tf,0.1620106,0.97565484
TF:das_low_high_ratio,tf,50.774643,3378.2952
SPAT:sp_centroid,spatial,0.0,15.5
SPAT:sp_spread,spatial,0.009157574,9.233092
SPAT:sp_width,spatial,0.0,31.0
SPAT:sp_active10,spatial,0.0,32.0
SPAT:sp_active50,spatial,0.0,32.0
SPAT:sp_active_frac,spatial,0.0,1.0
SPAT:sp_argmax,spatial,8.586053,31.0
SPAT:sp_q25,spatial,0.49674022,8.0
SPAT:sp_q50,spatial,0.49997097,16.0
SPAT:sp_q75,spatial,0.4960909,24.0
SPAT:sp_skew,spatial,0.6404898,5.2677917
SPAT:sp_kurt,spatial,2.2512884,26.194983
SPAT:sp_gini,spatial,4.119488e-15,3.281403e-14
SPAT:sp_entropy,spatial,0.0,5.0
SPAT:sp_flatness,spatial,0.0,1.0
SPAT:sp_max_frac,spatial,0.0,0.03125
SPAT:sp_top3_frac,spatial,0.0,0.09375
SPAT:sp_grad_mean_abs,spatial,3.174402e-11,2.707067e-10
SPAT:sp_grad_std,spatial,8.307306e-11,6.5770855e-10
SPAT:sp_grad_energy,spatial,1.6530512e-18,1.34101065e-17
SPAT:sp_grad_max,spatial,4.0719766e-10,3.0377123e-09
SPAT:sp_edge_density,spatial,0.16483001,1.0
SPAT:sp_smoothness,spatial,0.0,1.0
SPAT:sp_tv_norm,spatial,3.7539014e-15,3.2012587e-14
SPAT:sp_n_clusters,spatial,0.0,1.0
SPAT:sp_cluster_mean,spatial,0.0,32.0
SPAT:sp_cluster_max,spatial,0.0,32.0
SPAT:sp_cluster_std,spatial,0.0,0.0
SPAT:sp_coverage,spatial,0.0,1.0
SPAT:st_mean,spatial,3.2129366e-18,1.490778e-17
SPAT:st_std,spatial,0.0,1.0
SPAT:st_skew,spatial,0.17287427,2.1125226
SPAT:st_kurt,spatial,1.1551198,28.93544
SPAT:st_energy,spatial,0.0,262144.0
SPAT:st_entropy,spatial,0.18149877,17.19327
SPAT:st_active_dur_frac,spatial,0.042790078,0.22705078
SPAT:st_t_centroid,spatial,0.04409945,0.9415946
SPAT:st_t_spread,spatial,0.020958388,0.37183017
SPAT:st_burstiness,spatial,0.15366489,3.2152069
SPAT:st_t_max,spatial,0.00038353674,0.004587919
SPAT:st_t_entropy,spatial,0.1061171,12.967407
SPAT:st_t_skew,spatial,2.4034133,12.334072
SPAT:st_vel_mean,spatial,0.08222472,0.6267295
SPAT:st_vel_std,spatial,0.48670277,3.6714985
SPAT:st_direction,spatial,0.07167033,0.6228677
SPAT:st_linearity_r2,spatial,0.1732458,0.9706319
SPAT:st_traj_var,spatial,3.4506156,55.874542
SPAT:st_traj_range,spatial,3.093912,22.685856
SPAT:st_traj_drift,spatial,2.548972,19.428614
SPAT:st_grad_t_energy,spatial,7466.693,28606.709
SPAT:st_grad_c_energy,spatial,48607.11,614569.5
SPAT:st_anisotropy,spatial,0.014961343,0.062256146
SPAT:st_edge_density_t,spatial,0.033097066,0.4266344
SPAT:st_edge_density_c,spatial,0.016350903,0.4383033
SPAT:st_grad_t_mean,spatial,0.055480562,0.2634439
SPAT:st_grad_c_mean,spatial,0.079539634,1.2444272
SPAT:st_grad_corr,spatial,0.020150376,0.120503135
SPAT:st_hist_energy,spatial,0.036769975,0.8174055
SPAT:st_hist_entropy,spatial,0.19906317,3.1764205
SPAT:st_hist_contrast,spatial,0.4781123,4.8039703
SPAT:st_hist_uniformity,spatial,0.036769975,0.8174055
