feature,domain,std,abs_max
TF:WPT_adaa_kurt,tf,20.142935,433.30896
TF:WPT_adaa_min,tf,0.5578447,6.3109174
TF:WPT_adaa_max,tf,0.562434,6.4509974
TF:WPT_adaa_range,tf,0.9401155,9.148987
TF:WPT_adaa_median,tf,0.004895622,0.033523005
TF:WPT_adaa_iqr,tf,0.09901066,0.40812558
TF:WPT_adaa_mad,tf,0.049551144,0.20689335
TF:WPT_adaa_energy,tf,12.696004,116.32249
TF:WPT_adaa_log_energy,tf,0.48044908,2.0656636
TF:WPT_adaa_rms,tf,0.071277745,0.47387844
TF:WPT_adaa_entropy,tf,0.8150653,8.140327
TF:WPT_adaa_zcr,tf,0.025100436,0.79883945
TF:WPT_adaa_p2p,tf,0.9401155,9.148987
TF:WPT_adaa_tk_mean,tf,0.019050298,0.17457096
TF:WPT_adaa_tk_std,tf,0.13952495,2.588365
TF:WPT_adaa_tk_max,tf,2.4294074,45.239094
TF:WPT_adaa_rel_energy,tf,0.0014849728,0.012486842
TF:WPT_adaa_abs_mean,tf,0.055562638,0.24801797
TF:WPT_adad_mean,tf,0.026996948,0.14183982
TF:WPT_adad_std,tf,0.1837139,0.87115526
TF:WPT_adad_var,tf,0.17304705,0.7589115
TF:WPT_adad_skew,tf,0.93926,11.096976
TF:WPT_adad_kurt,tf,9.754482,199.45862
TF:WPT_adad_min,tf,0.68823075,6.8543057
TF:WPT_adad_max,tf,0.69118744,6.1070952
TF:WPT_adad_range,tf,1.2410263,9.890089
TF:WPT_adad_median,tf,0.02604763,0.18876436
TF:WPT_adad_iqr,tf,0.29419193,1.2475096
TF:WPT_adad_mad,tf,0.14733577,0.6101839
TF:WPT_adad_energy,tf,89.93099,393.1545
TF:WPT_adad_log_energy,tf,0.43582517,2.5945632
TF:WPT_adad_rms,tf,0.18401727,0.87119776
TF:WPT_adad_entropy,tf,0.7478496,8.145163
TF:WPT_adad_zcr,tf,0.02087916,0.48742747
TF:WPT_adad_p2p,tf,1.2410263,9.890089
TF:WPT_adad_tk_mean,tf,0.17419338,0.75808233
TF:WPT_adad_tk_std,tf,0.2871974,2.2352855
TF:WPT_adad_tk_max,tf,3.0826263,32.952557
TF:WPT_adad_rel_energy,tf,0.010662963,0.04770176
TF:WPT_adad_abs_mean,tf,0.15908374,0.6966743
TF:WPT_adda_mean,tf,0.048147414,0.23905772
TF:WPT_adda_std,tf,0.3518087,2.3860252
TF:WPT_adda_var,tf,0.69554543,5.693116
TF:WPT_adda_skew,tf,1.0936161,16.546522
TF:WPT_adda_kurt,tf,15.033196,327.14105
TF:WPT_adda_min,tf,1.5126252,18.390352
TF:WPT_adda_max,tf,1.4937745,15.082275
TF:WPT_adda_range,tf,2.681621,23.701967
TF:WPT_adda_median,tf,0.04823413,0.31245166
TF:WPT_adda_iqr,tf,0.59576374,2.4558604
TF:WPT_adda_mad,tf,0.29832768,1.2350945
TF:WPT_adda_energy,tf,361.0241,2950.658
TF:WPT_adda_log_energy,tf,0.39418706,3.469919
TF:WPT_adda_rms,tf,0.35217246,2.386682
TF:WPT_adda_entropy,tf,0.8603815,8.170165
TF:WPT_adda_zcr,tf,0.02396493,0.5918762
TF:WPT_adda_p2p,tf,2.681621,23.701967
TF:WPT_adda_tk_mean,tf,0.7095244,7.270275
TF:WPT_adda_tk_std,tf,1.4069908,16.374254
TF:WPT_adda_tk_max,tf,18.24049,336.49957
TF:WPT_adda_rel_energy,tf,0.042827096,0.35604733
TF:WPT_adda_abs_mean,tf,0.31291682,1.6996076
TF:WPT_addd_mean,tf,0.0270926,0.14151095
TF:WPT_addd_std,tf,0.28767765,1.498908
TF:WPT_addd_var,tf,0.4485441,2.2467253
TF:WPT_addd_skew,tf,0.7671239,12.442843
TF:WPT_addd_kurt,tf,11.018187,243.28185
TF:WPT_addd_min,tf,1.1234936,11.228288
TF:WPT_addd_max,tf,1.0926107,9.963324
TF:WPT_addd_range,tf,2.0234718,18.558863
TF:WPT_addd_median,tf,0.032339662,0.20559163
TF:WPT_addd_iqr,tf,0.47525105,1.925987
TF:WPT_addd_mad,tf,0.23790619,0.96589875
TF:WPT_addd_energy,tf,232.62514,1163.9756
TF:WPT_addd_log_energy,tf,0.40963367,3.065944
TF:WPT_addd_rms,tf,0.28785342,1.4990187
TF:WPT_addd_entropy,tf,0.7706969,8.139859
TF:WPT_addd_zcr,tf,0.026999576,0.68471956
TF:WPT_addd_p2p,tf,2.0234718,18.558863
TF:WPT_addd_tk_mean,tf,0.44512814,2.000121
TF:WPT_addd_tk_std,tf,0.8082109,6.680168
TF:WPT_addd_tk_max,tf,9.289991,120.06101
TF:WPT_addd_rel_energy,tf,0.027578074,0.14159136
TF:WPT_addd_abs_mean,tf,0.2527669,1.0958089
TF:WPT_daaa_mean,tf,0.00049576943,0.003352539
TF:WPT_daaa_std,tf,0.006784245,0.07449227
TF:WPT_daaa_var,tf,0.00023764695,0.0055490984
TF:WPT_daaa_skew,tf,10.103446,22.624302
TF:WPT_daaa_kurt,tf,145.56577,510.90878
TF:WPT_daaa_min,tf,0.13031888,1.5717751
TF:WPT_daaa_max,tf,0.12952961,1.6920438
TF:WPT_daaa_range,tf,0.16878508,1.7294933
TF:WPT_daaa_median,tf,0.00012167713,0.0007352189
TF:WPT_daaa_iqr,tf,0.00293951,0.013002235
TF:WPT_daaa_mad,tf,0.0014730069,0.006412188
TF:WPT_daaa_energy,tf,0.12335102,2.879809
TF:WPT_daaa_log_energy,tf,0.5866815,3.8545766
TF:WPT_daaa_rms,tf,0.0067919046,0.0745619
TF:WPT_daaa_entropy,tf,2.0460076,8.086616
TF:WPT_daaa_zcr,tf,0.015595855,0.84332687
TF:WPT_daaa_p2p,tf,0.16878508,1.7294933
TF:WPT_daaa_tk_mean,tf,1.6732078e-05,0.00022594359
TF:WPT_daaa_tk_std,tf,0.00023502698,0.0049392264
TF:WPT_daaa_tk_max,tf,0.0038003393,0.06998231
TF:WPT_daaa_rel_energy,tf,1.4549814e-05,0.00032909226
TF:WPT_daaa_abs_mean,tf,0.001810154,0.009403128
TF:WPT_daad_mean,tf,0.0012193333,0.005909903
TF:WPT_daad_std,tf,0.007975147,0.043892954
TF:WPT_daad_var,tf,0.0003517794,0.0019265914
TF:WPT_daad_skew,tf,0.86278707,13.139037
TF:WPT_daad_kurt,tf,9.71074,239.30365
TF:WPT_daad_min,tf,0.040786806,0.5169601
TF:WPT_daad_max,tf,0.039607767,0.4657631
TF:WPT_daad_range,tf,0.073335186,0.95224404
TF:WPT_daad_median,tf,0.0012194316,0.0084049115
TF:WPT_daad_iqr,tf,0.012867845,0.05500432
TF:WPT_daad_mad,tf,0.006442937,0.027381951
TF:WPT_daad_energy,tf,0.18274635,1.0039123
TF:WPT_daad_log_energy,tf,0.39455685,2.7340674
TF:WPT_daad_rms,tf,0.0079866,0.044023342
TF:WPT_daad_entropy,tf,0.715232,8.144431
TF:WPT_daad_zcr,tf,0.022367178,0.49709865
TF:WPT_daad_p2p,tf,0.073335186,0.95224404
TF:WPT_daad_tk_mean,tf,0.000374341,0.0025063197
TF:WPT_daad_tk_std,tf,0.0008569633,0.018517392
TF:WPT_daad_tk_max,tf,0.012188435,0.2522718
TF:WPT_daad_rel_energy,tf,2.1638685e-05,0.000118047894
TF:WPT_daad_abs_mean,tf,0.0068953754,0.030982839
TF:WPT_dada_mean,tf,0.0050872443,0.026009077
TF:WPT_dada_std,tf,0.035309914,0.23998997
TF:WPT_dada_var,tf,0.00699996,0.057595182
TF:WPT_dada_skew,tf,1.0953507,14.487231
TF:WPT_dada_kurt,tf,14.468714,275.21506
TF:WPT_dada_min,tf,0.1498612,1.5107762
TF:WPT_dada_max,tf,0.1505622,1.7358608
TF:WPT_dada_range,tf,0.26772702,2.5029478
TF:WPT_dada_median,tf,0.0049591702,0.03404489
TF:WPT_dada_iqr,tf,0.059690617,0.24478713
TF:WPT_dada_mad,tf,0.029887786,0.12273767
TF:WPT_dada_energy,tf,3.6338673,29.882963
TF:WPT_dada_log_energy,tf,0.39496323,1.4819288
TF:WPT_dada_rms,tf,0.035347745,0.24018559
TF:WPT_dada_entropy,tf,0.857787,8.143376
TF:WPT_dada_zcr,tf,0.023624824,0.5764023
TF:WPT_dada_p2p,tf,0.26772702,2.5029478
TF:WPT_dada_tk_mean,tf,0.007251421,0.07379137
TF:WPT_dada_tk_std,tf,0.014077865,0.20410149
TF:WPT_dada_tk_max,tf,0.17802021,3.0343575
TF:WPT_dada_rel_energy,tf,0.00043114752,0.0036058903
TF:WPT_dada_abs_mean,tf,0.031376287,0.17115986
TF:WPT_dadd_mean,tf,0.0012138451,0.0058178515
TF:WPT_dadd_std,tf,0.020862686,0.11569551
TF:WPT_dadd_var,tf,0.0024120777,0.0133854505
TF:WPT_dadd_skew,tf,0.5966771,11.878071
TF:WPT_dadd_kurt,tf,10.272693,217.76949
TF:WPT_dadd_min,tf,0.081050895,0.81041193
TF:WPT_dadd_max,tf,0.08131736,0.7491624
TF:WPT_dadd_range,tf,0.15103106,1.4199566
TF:WPT_dadd_median,tf,0.0018840594,0.011350087
TF:WPT_dadd_iqr,tf,0.034619465,0.14881925
TF:WPT_dadd_mad,tf,0.017332876,0.07193662
TF:WPT_dadd_energy,tf,1.2499801,6.9347076
TF:WPT_dadd_log_energy,tf,0.3985314,1.9974997
TF:WPT_dadd_rms,tf,0.020867005,0.115704216
TF:WPT_dadd_entropy,tf,0.7698562,8.132752
TF:WPT_dadd_zcr,tf,0.022606285,0.7524178
TF:WPT_dadd_p2p,tf,0.15103106,1.4199566
TF:WPT_dadd_tk_mean,tf,0.0022398608,0.010844645
TF:WPT_dadd_tk_std,tf,0.0038573043,0.030549336
TF:WPT_dadd_tk_max,tf,0.04482865,0.56285065
TF:WPT_dadd_rel_energy,tf,0.0001482139,0.0008435698
TF:WPT_dadd_abs_mean,tf,0.018355897,0.08121561
TF:WPT_ddaa_mean,tf,0.0030591127,0.019151172
TF:WPT_ddaa_std,tf,0.044490542,0.19537584
TF:WPT_ddaa_var,tf,0.009115691,0.038171723
TF:WPT_ddaa_skew,tf,0.8587777,17.369625
TF:WPT_ddaa_kurt,tf,12.801034,360.44696
TF:WPT_ddaa_min,tf,0.18060973,2.0183392
TF:WPT_ddaa_max,tf,0.17923439,2.130306
TF:WPT_ddaa_range,tf,0.3255079,2.9109776
TF:WPT_ddaa_median,tf,0.0038332457,0.030803872
TF:WPT_ddaa_iqr,tf,0.06938344,0.271601
TF:WPT_ddaa_mad,tf,0.0347286,0.13882464
TF:WPT_ddaa_energy,tf,4.7267528,19.782467
TF:WPT_ddaa_log_energy,tf,0.5053136,1.686607
TF:WPT_ddaa_rms,tf,0.04451398,0.19542284
TF:WPT_ddaa_entropy,tf,0.82100326,8.14727
TF:WPT_ddaa_zcr,tf,0.02442773,0.71953577
TF:WPT_ddaa_p2p,tf,0.3255079,2.9109776
TF:WPT_ddaa_tk_mean,tf,0.0081051355,0.03458852
TF:WPT_ddaa_tk_std,tf,0.015158541,0.14160359
TF:WPT_ddaa_tk_max,tf,0.17083825,2.3703203
TF:WPT_ddaa_rel_energy,tf,0.00056021026,0.00239818
TF:WPT_ddaa_abs_mean,tf,0.038007654,0.1542851
TF:WPT_ddad_mean,tf,0.010437559,0.05641266
TF:WPT_ddad_std,tf,0.08245579,0.37105712
TF:WPT_ddad_var,tf,0.033050243,0.13768338
TF:WPT_ddad_skew,tf,1.0552871,12.859641
TF:WPT_ddad_kurt,tf,12.355572,233.75581
TF:WPT_ddad_min,tf,0.30202466,2.7852917
TF:WPT_ddad_max,tf,0.3085885,2.747659
TF:WPT_ddad_range,tf,0.5559297,4.2515264
TF:WPT_ddad_median,tf,0.010273956,0.07402897
TF:WPT_ddad_iqr,tf,0.1327054,0.54436713
TF:WPT_ddad_mad,tf,0.06645084,0.27541873
TF:WPT_ddad_energy,tf,17.16499,71.45557
TF:WPT_ddad_log_energy,tf,0.4731831,1.8540361
TF:WPT_ddad_rms,tf,0.08256374,0.37140962
TF:WPT_ddad_entropy,tf,0.8366311,8.155099
TF:WPT_ddad_zcr,tf,0.022125514,0.51450676
TF:WPT_ddad_p2p,tf,0.5559297,4.2515264
TF:WPT_ddad_tk_mean,tf,0.033864673,0.14653052
TF:WPT_ddad_tk_std,tf,0.057842605,0.4763939
TF:WPT_ddad_tk_max,tf,0.6186421,9.264755
TF:WPT_ddad_rel_energy,tf,0.0020358155,0.008582693
TF:WPT_ddad_abs_mean,tf,0.071587816,0.3018997
TF:WPT_ddda_mean,tf,0.005111993,0.025151908
TF:WPT_ddda_std,tf,0.053877972,0.36938387
TF:WPT_ddda_var,tf,0.015750635,0.13644445
TF:WPT_ddda_skew,tf,0.96962893,17.782957
TF:WPT_ddda_kurt,tf,14.674263,366.09195
TF:WPT_ddda_min,tf,0.22454695,2.453667
TF:WPT_ddda_max,tf,0.2234216,2.1971478
TF:WPT_ddda_range,tf,0.40911075,3.7557158
TF:WPT_ddda_median,tf,0.0058593177,0.0393152
TF:WPT_ddda_iqr,tf,0.08984544,0.37439156
TF:WPT_ddda_mad,tf,0.044965763,0.19017152
TF:WPT_ddda_energy,tf,8.167045,70.67831
TF:WPT_ddda_log_energy,tf,0.4130474,1.8492862
TF:WPT_ddda_rms,tf,0.053904146,0.3693841
TF:WPT_ddda_entropy,tf,0.8487127,8.173152
TF:WPT_ddda_zcr,tf,0.026799396,0.6731141
TF:WPT_ddda_p2p,tf,0.40911075,3.7557158
TF:WPT_ddda_tk_mean,tf,0.014792956,0.17552029
TF:WPT_ddda_tk_std,tf,0.029256877,0.47187033
TF:WPT_ddda_tk_max,tf,0.36313692,5.5132694
TF:WPT_ddda_rel_energy,tf,0.00096907426,0.008528546
TF:WPT_ddda_abs_mean,tf,0.047468055,0.26541513
TF:WPT_dddd_mean,tf,0.010471214,0.05319337
TF:WPT_dddd_std,tf,0.087170005,0.40228334
TF:WPT_dddd_var,tf,0.038560335,0.1618319
TF:WPT_dddd_skew,tf,1.0535212,15.134085
TF:WPT_dddd_kurt,tf,13.680432,298.26434
TF:WPT_dddd_min,tf,0.33341777,3.1263812
TF:WPT_dddd_max,tf,0.33182704,2.9910424
TF:WPT_dddd_range,tf,0.60266995,5.3276377
TF:WPT_dddd_median,tf,0.010658972,0.07072426
TF:WPT_dddd_iqr,tf,0.1428376,0.5684207
TF:WPT_dddd_mad,tf,0.071501695,0.28298503
TF:WPT_dddd_energy,tf,20.019207,83.83737
TF:WPT_dddd_log_energy,tf,0.44801518,1.9234377
TF:WPT_dddd_rms,tf,0.087270506,0.40230364
TF:WPT_dddd_entropy,tf,0.83851665,8.145389
TF:WPT_dddd_zcr,tf,0.028671835,0.6073501
TF:WPT_dddd_p2p,tf,0.60266995,5.3276377
TF:WPT_dddd_tk_mean,tf,0.039683733,0.17435002
TF:WPT_dddd_tk_std,tf,0.07059074,0.52569115
TF:WPT_dddd_tk_max,tf,0.7974331,9.860791
TF:WPT_dddd_rel_energy,tf,0.0023743366,0.010198365
TF:WPT_dddd_abs_mean,tf,0.07625986,0.32367492
TF:WPT_band_entropy,tf,0.60889083,2.914173
TF:WPT_band_centroid,tf,0.7953551,3.4440663
TF:WPT_band_spread,tf,0.55639213,3.1810563
TF:WPT_band_flatness,tf,0.03744395,0.16301765
TF:WPT_low_high_ratio,tf,855.7317,28548.855
TF:glcm_0_contrast_d1_a0,tf,0.29337814,4.8359275
TF:glcm_1_energy_d1_a0,tf,0.018595776,0.32141697
TF:glcm_2_homogeneity_d1_a0,tf,0.014792894,0.66814256
TF:glcm_3_correlation_d1_a0,tf,0.0015429424,0.9901047
TF:glcm_4_entropy_d1_a0,tf,0.10533861,6.684217
TF:glcm_5_contrast_d1_a1,tf,0.2989929,5.244857
TF:glcm_6_energy_d1_a1,tf,0.018915532,0.3196155
TF:glcm_7_homogeneity_d1_a1,tf,0.014605523,0.6409445
TF:glcm_8_correlation_d1_a1,tf,0.0015990094,0.98771006
TF:glcm_9_entropy_d1_a1,tf,0.10566899,6.751557
TF:glcm_10_contrast_d1_a2,tf,0.25647676,3.064613
TF:glcm_11_energy_d1_a2,tf,0.019283451,0.32128647
TF:glcm_12_homogeneity_d1_a2,tf,0.02027802,0.7040949
TF:glcm_13_correlation_d1_a2,tf,0.0010339494,0.99208057
TF:glcm_14_entropy_d1_a2,tf,0.12196831,6.5032053
TF:glcm_15_contrast_d1_a3,tf,0.298981,5.1853514
TF:glcm_16_energy_d1_a3,tf,0.018923042,0.31877252
TF:glcm_17_homogeneity_d1_a3,tf,0.014670507,0.6391464
TF:glcm_18_correlation_d1_a3,tf,0.0015741443,0.98776615
TF:glcm_19_entropy_d1_a3,tf,0.10570629,6.743079
TF:glcm_20_contrast_d2_a0,tf,0.71965593,9.908
TF:glcm_21_energy_d2_a0,tf,0.01850275,0.31761277
TF:glcm_22_homogeneity_d2_a0,tf,0.017904846,0.6214932
TF:glcm_23_correlation_d2_a0,tf,0.0038550147,0.9860075
TF:glcm_24_entropy_d2_a0,tf,0.11712408,7.051059
TF:glcm_25_contrast_d2_a1,tf,0.2989929,5.244857
TF:glcm_26_energy_d2_a1,tf,0.018915532,0.3196155
TF:glcm_27_homogeneity_d2_a1,tf,0.014605523,0.6409445
TF:glcm_28_correlation_d2_a1,tf,0.0015990094,0.98771006
TF:glcm_29_entropy_d2_a1,tf,0.10566899,6.751557
TF:glcm_30_contrast_d2_a2,tf,0.38411918,4.4786887
TF:glcm_31_energy_d2_a2,tf,0.019507473,0.31726792
TF:glcm_32_homogeneity_d2_a2,tf,0.021956779,0.65083605
TF:glcm_33_correlation_d2_a2,tf,0.0016493053,0.98864365
TF:glcm_34_entropy_d2_a2,tf,0.12404908,6.7172985
TF:glcm_35_contrast_d2_a3,tf,0.298981,5.1853514
TF:glcm_36_energy_d2_a3,tf,0.018923042,0.31877252
TF:glcm_37_homogeneity_d2_a3,tf,0.014670507,0.6391464
TF:glcm_38_correlation_d2_a3,tf,0.0015741443,0.98776615
TF:glcm_39_entropy_d2_a3,tf,0.10570629,6.743079
TF:glcm_40_contrast_d3_a0,tf,1.0465533,12.962833
TF:glcm_41_energy_d3_a0,tf,0.01830149,0.3175428
TF:glcm_42_homogeneity_d3_a0,tf,0.021143202,0.6192737
TF:glcm_43_correlation_d3_a0,tf,0.005682042,0.9858529
TF:glcm_44_entropy_d3_a0,tf,0.13101122,7.1918807
TF:glcm_45_contrast_d3_a1,tf,0.7116991,10.183848
TF:glcm_46_energy_d3_a1,tf,0.018723633,0.31575724
TF:glcm_47_homogeneity_d3_a1,tf,0.01698471,0.60697436
TF:glcm_48_correlation_d3_a1,tf,0.003972013,0.9852963
TF:glcm_49_entropy_d3_a1,tf,0.115532875,7.085146
TF:glcm_50_contrast_d3_a2,tf,0.38147214,4.8645926
TF:glcm_51_energy_d3_a2,tf,0.019554757,0.3154801
TF:glcm_52_homogeneity_d3_a2,tf,0.020859784,0.63833433
TF:glcm_53_correlation_d3_a2,tf,0.0017367057,0.98741585
TF:glcm_54_entropy_d3_a2,tf,0.12207113,6.7495847
TF:glcm_55_contrast_d3_a3,tf,0.7063646,10.082952
TF:glcm_56_energy_d3_a3,tf,0.018727928,0.31583405
TF:glcm_57_homogeneity_d3_a3,tf,0.017029777,0.6070843
TF:glcm_58_correlation_d3_a3,tf,0.003895062,0.98521274
TF:glcm_59_entropy_d3_a3,tf,0.11541248,7.083198
TF:glcm_60_contrast_d4_a0,tf,1.2628936,15.211346
TF:glcm_61_energy_d4_a0,tf,0.018174388,0.31672922
TF:glcm_62_homogeneity_d4_a0,tf,0.023930693,0.6156961
TF:glcm_63_correlation_d4_a0,tf,0.00698674,0.98596984
TF:glcm_64_entropy_d4_a0,tf,0.1422304,7.2659345
TF:glcm_65_contrast_d4_a1,tf,1.0399523,13.047923
TF:glcm_66_energy_d4_a1,tf,0.018642817,0.31465214
TF:glcm_67_homogeneity_d4_a1,tf,0.019392654,0.59938717
TF:glcm_68_correlation_d4_a1,tf,0.005857033,0.98477286
TF:glcm_69_entropy_d4_a1,tf,0.12805757,7.222942
TF:glcm_70_contrast_d4_a2,tf,0.37164173,4.878831
TF:glcm_71_energy_d4_a2,tf,0.019616343,0.3142505
TF:glcm_72_homogeneity_d4_a2,tf,0.020007929,0.62236583
TF:glcm_73_correlation_d4_a2,tf,0.001734097,0.9863179
TF:glcm_74_entropy_d4_a2,tf,0.121007636,6.7915764
TF:glcm_75_contrast_d4_a3,tf,1.0258086,13.539709
TF:glcm_76_energy_d4_a3,tf,0.018652124,0.3145326
TF:glcm_77_homogeneity_d4_a3,tf,0.01937104,0.6021401
TF:glcm_78_correlation_d4_a3,tf,0.0057143504,0.98480844
TF:glcm_79_entropy_d4_a3,tf,0.1276375,7.2241964
TF:lbp_b0,tf,0.006418074,0.11309562
TF:lbp_b1,tf,0.0022444346,0.025259934
TF:lbp_b2,tf,0.006355506,0.05976909
TF:lbp_b3,tf,0.004307722,0.06704089
TF:lbp_b4,tf,0.0002525349,0.0019774192
TF:lbp_b5,tf,0.0002035799,0.0014671175
TF:lbp_b6,tf,0.001042801,0.012821331
TF:lbp_b7,tf,0.0047684843,0.05332653
TF:lbp_b8,tf,0.0026749992,0.06640301
TF:lbp_b9,tf,0.00072167965,0.009568158
TF:lbp_b10,tf,0.0015710116,0.01728647
TF:lbp_b11,tf,0.0010440407,0.01645723
TF:lbp_b12,tf,0.0010284933,0.012311029
TF:lbp_b13,tf,0.00048678214,0.0056133186
TF:lbp_b14,tf,0.0019664345,0.034254003
TF:lbp_b15,tf,0.0063105924,0.08911144
TF:lbp_b16,tf,0.0042581656,0.043439433
TF:lbp_b17,tf,0.0005919688,0.0066339225
TF:lbp_b18,tf,0.0006168612,0.008292403
TF:lbp_b19,tf,0.0007939509,0.012119666
TF:lbp_b20,tf,0.00016251057,0.0012757543
TF:lbp_b21,tf,0.00016364096,0.0012119666
TF:lbp_b22,tf,0.00044653623,0.004656503
TF:lbp_b23,tf,0.0013533924,0.024749633
TF:lbp_b24,tf,0.0067071537,0.09995535
TF:lbp_b25,tf,0.00088395085,0.012247241
TF:lbp_b26,tf,0.0009497236,0.012693755
TF:lbp_b27,tf,0.0015372268,0.02066722
TF:lbp_b28,tf,0.0019150209,0.022453275
TF:lbp_b29,tf,0.0013123616,0.014097085
TF:lbp_b30,tf,0.003383919,0.044523824
TF:lbp_b31,tf,0.0160905,0.45238248
TF:hog_b0,tf,0.016513918,0.20422564
TF:hog_b1,tf,0.0074094175,0.11019086
TF:hog_b2,tf,0.0034562715,0.072064735
TF:hog_b3,tf,0.0027559767,0.06419891
TF:hog_b4,tf,0.0035770575,0.061088484
TF:hog_b5,tf,0.0051053655,0.067577004
TF:hog_b6,tf,0.00741067,0.07814976
TF:hog_b7,tf,0.010596195,0.11466011
TF:hog_b8,tf,0.010619098,0.10950518
TF:hog_b9,tf,0.0074646412,0.07887036
TF:hog_b10,tf,0.0051423707,0.06591913
TF:hog_b11,tf,0.003647404,0.06140088
TF:hog_b12,tf,0.002760298,0.06269493
TF:hog_b13,tf,0.0033559722,0.07128746
TF:hog_b14,tf,0.0072908867,0.10682865
TF:hog_b15,tf,0.016410382,0.21256669
TF:tf_area,tf,0.031322476,0.12030363
TF:tf_perimeter,tf,0.06366659,0.23250622
TF:tf_bbox_extent,tf,0.10597637,0.4474708
TF:tf_aspect_ratio,tf,1.3524648,20.333334
TF:tf_elongation,tf,1.3515531,20.333334
TF:tf_ridge_density,tf,0.20587252,1.0
TF:tf_sparsity,tf,0.031322416,0.9979588
TF:tf_fill_ratio,tf,0.082137294,0.9945355
TF:tf_occupancy,tf,0.031322476,0.12030363
TF:tf_burstiness,tf,0.49034044,4.2824435
TF:tf_freq_time_var_ratio,tf,14.863639,409.80063
TF:das_tonal_ratio,tf,2.2563035,13.369853
TF:das_transient_index,tf,0.9920518,18.339321
TF:das_cyclostationary_index,tf,0.16253604,0.98193485
TF:das_low_high_ratio,tf,4.2903924,170.11272
SPAT:sp_centroid,spatial,0.0,5.5
SPAT:sp_spread,spatial,0.00016592995,3.4520526
SPAT:sp_width,spatial,0.0,11.0
SPAT:sp_active10,spatial,0.0,12.0
SPAT:sp_active50,spatial,0.0,12.0
SPAT:sp_active_frac,spatial,0.0,1.0
SPAT:sp_argmax,spatial,1.636208,11.0
SPAT:sp_q25,spatial,0.2951645,3.0
SPAT:sp_q50,spatial,0.49312383,6.0
SPAT:sp_q75,spatial,0.22882213,9.0
SPAT:sp_skew,spatial,0.5722773,2.9152014
SPAT:sp_kurt,spatial,1.4483793,6.723528
SPAT:sp_gini,spatial,1.1802354e-14,4.9966203e-14
SPAT:sp_entropy,spatial,0.0006851878,3.5849626
SPAT:sp_flatness,spatial,0.0,1.0
SPAT:sp_max_frac,spatial,1.7658961e-06,0.083333336
SPAT:sp_top3_frac,spatial,0.0,0.25
SPAT:sp_grad_mean_abs,spatial,7.4094605e-11,5.076634e-10
SPAT:sp_grad_std,spatial,1.1352025e-10,6.707649e-10
SPAT:sp_grad_energy,spatial,8.625364e-19,4.9576706e-18
SPAT:sp_grad_max,spatial,2.877115e-10,1.6107151e-09
SPAT:sp_edge_density,spatial,0.14636669,1.0
SPAT:sp_smoothness,spatial,0.0,1.0
SPAT:sp_tv_norm,spatial,8.291032e-15,5.680641e-14
SPAT:sp_n_clusters,spatial,0.0,1.0
SPAT:sp_cluster_mean,spatial,0.0,12.0
SPAT:sp_cluster_max,spatial,0.0,12.0
SPAT:sp_cluster_std,spatial,0.0,0.0
SPAT:sp_coverage,spatial,0.0,1.0
SPAT:st_mean,spatial,4.3888425e-18,1.6877414e-17
SPAT:st_std,spatial,0.0,1.0
SPAT:st_skew,spatial,0.22161372,1.8395326
SPAT:st_kurt,spatial,1.6630409,28.43331
SPAT:st_energy,spatial,0.0,98304.0
SPAT:st_entropy,spatial,0.19490023,15.665872
SPAT:st_active_dur_frac,spatial,0.02444918,0.1619873
SPAT:st_t_centroid,spatial,0.033574913,0.65595335
SPAT:st_t_spread,spatial,0.018693512,0.34756112
SPAT:st_burstiness,spatial,0.2566725,2.8324728
SPAT:st_t_max,spatial,0.001053251,0.01372343
SPAT:st_t_entropy,spatial,0.13183825,12.890959
SPAT:st_t_skew,spatial,2.6016474,33.027096
SPAT:st_vel_mean,spatial,0.022180513,0.13467523
SPAT:st_vel_std,spatial,0.09258671,1.385213
SPAT:st_direction,spatial,0.012237664,0.08697518
SPAT:st_linearity_r2,spatial,0.13095269,0.7551267
SPAT:st_traj_var,spatial,0.08837574,2.5909026
SPAT:st_traj_range,spatial,0.4864766,6.0820456
SPAT:st_traj_drift,spatial,0.6875954,4.1749325
SPAT:st_grad_t_energy,spatial,5562.951,41937.484
SPAT:st_grad_c_energy,spatial,20693.836,192222.39
SPAT:st_anisotropy,spatial,0.032748193,0.35740343
SPAT:st_edge_density_t,spatial,0.017242452,0.4279087
SPAT:st_edge_density_c,spatial,0.013422085,0.4309859
SPAT:st_grad_t_mean,spatial,0.05259984,0.52175516
SPAT:st_grad_c_mean,spatial,0.091089785,1.1628586
SPAT:st_grad_corr,spatial,0.017889088,0.24427934
SPAT:st_hist_energy,spatial,0.050958984,0.53078586
SPAT:st_hist_entropy,spatial,0.27728203,3.119369
SPAT:st_hist_contrast,spatial,0.6880733,4.425188
SPAT:st_hist_uniformity,spatial,0.050958984,0.53078586
